,telephone,email,description,website,facebook,linkedin,twitter,exd_link,exd_name,exd_id
200,,,資料建置中,,,,,https://cybersec.ithome.com.tw/2024/exhibition-page/2267,MODA 數位發展部,
201,,,資料建置中,,,,,https://cybersec.ithome.com.tw/2024/exhibition-page/1929,MODA 數位發展部,
202,,,資料建置中,,,,,https://cybersec.ithome.com.tw/2024/exhibition-page/2403,盟立集團,
203,02-89191230,asia@moxa.com,"Moxa 是致力於工業互聯網的領導品牌，提供邊緣連線、工業運算和網路基礎設施解決方案。Moxa 擁有超過 35 年的產業經驗，連結全球逾 1 億 200 萬台工業設備，其完善的經銷和服務網絡遍及全球超過 85 國。憑藉在連網基礎解決方案的獨特優勢，Moxa 為全球客戶建置可靠的工業網路，讓自動化所需的設備能與系統、製程和工作人員相互連結、溝通和協作，不僅為智慧製造、智慧軌道運輸、智慧電網、智慧型運輸系統、石油與天然氣、船舶運輸等眾多產業提升生產效率與生產力，並能在險峻的作業環境和不適合人類到訪之處提供自動化作業必需的連網能力。Moxa 藉由為工業提供可靠的網絡，以及為工業通訊基礎設施提供真誠的服務，從而創造長遠的商業價值。如需更多 Moxa 解决方案相關資訊，請至https://www.moxa.com/tw
產品類型
Industrial Security
Firewall Management
Managed Security Service",https://twitter.com/i/flow/login?redirect_after_login=%2Fmoxainc,https://www.facebook.com/Moxa.TW,https://www.linkedin.com/company/moxa/mycompany/verification/,https://twitter.com/i/flow/login?redirect_after_login=%2Fmoxainc,https://cybersec.ithome.com.tw/2024/exhibition-page/2314,Moxa 四零四科技股份有限公司,AH10
204,02-26599128,twsales@mtechpro.com,"新加坡商安穩特有限公司（以下簡稱安穩特）為區域性領先的代理商，成立於 2002 年，總部位於新加坡，同時在亞洲 16 個國家共設有 32 個辦公室，為亞太區首屈一指的專業資安代理商。安穩特主要提供 Cyber Security 安全解決方案，涵蓋了IT／OT／ SCADA 等方面，從端點安全、閘道安全到網路威脅情資，組成一個全方位的資通訊安全解決方案。
產品類型
Governance Risk Compliance
OT Security
Managed Detection Response
Security Analytics",https://www.linkedin.com/company/m.tech/,https://www.facebook.com/pages/M.tech%20%E6%96%B0%E5%8A%A0%E5%9D%A1%E5%95%86%E5%AE%89%E7%A9%A9%E7%89%B9%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%8F%B0%E7%81%A3%E5%88%86%E5%85%AC%E5%8F%B8/205619386124763/,https://www.linkedin.com/company/m.tech/,,https://cybersec.ithome.com.tw/2024/exhibition-page/2124,M.Tech 台灣,C110
205,02-26565928,Bear.Lin@nakivo.com,"NAKIVO 是成立在 2012 年的私人控股軟體公司，總公司坐落於美國。專為虛擬化以及雲端環境提供快速、可靠以及經濟實惠的資料保護方案，是一家成長快速並專精於保護VMware, Hyper-V以及AWS等虛擬化環境的軟體公司。直至目前全世界已有超過 16,000 家公司正在使用 NAKIVO Backup & Replication 以符合效率和成本效益來保護和復原他們資料。同時有超過 150 個代管業者、管理業者以及雲端服務業者採用 NAKIVO 產品來提供虛擬機 BaaS、以及 DRaaS 服務給他們的客戶。目前 NAKIVO 事業在全世界已涵蓋 124 個國家並擁有超過 2,000 個以上的合作伙伴。
更多相關資料，請參訪 NAKIVO 官方網站 https://www.NAKIVO.com
產品類型
Backup and Recovery",https://www.nakivo.com/,,,,https://cybersec.ithome.com.tw/2024/exhibition-page/2126,NAKIVO,C109
206,02-2739-1000,,"資安院主要業務執掌如下：
研發資通安全科技，推動資通安全技術應用、移轉、產學服務及國際交流合作。
協助規劃及推動國家資通安全防護機制。
協助政府機關(構)及關鍵基礎設施重大資通安全事件應變處置。
協助規劃及支援國家關鍵基礎設施之資通安全防護。
協助規劃及培育資通安全專業人才；推廣全民資通安全意識。
支援具有特殊敏感性之政府機關(構)資通安全防護工作。
支援產業資通安全重大發展及法規推動之需求。
其他與資通安全科技相關之業務。
人才培力中心 (Center of Talent Empowerment, TE)
隸屬資安院，以培育我國資安實戰人才與推廣全民資安意識為主要業務，常態於官網及人培中心Facebook粉絲專頁公告最新課程及活動等訊息。 ",https://www.facebook.com/te.nics.tw,https://www.facebook.com/te.nics.tw,,,https://cybersec.ithome.com.tw/2024/exhibition-page/2223,資安院,CT02
207,04-23270003,info@neithnet.com,"騰曜網路科技（NEITHNET）專精於超前洞察隱匿的網路威脅，由一群熟稔網路攻防語言的熱血資安專家所組成，並設有世界級資安戰略實驗室（NEITHCyber Security Lab）。結合專業設備與資深人才，得以萃取出最先進且高品質的網路威脅情資。我們的服務範疇以威脅情資為核心，延伸至 MDR 即時監控、網路流量分析、 DNS Security、資安健檢、各式資安事件處理與鑑識服務等，協助客戶防範無所不在的網路威脅。
產品類型
Network Traffic Analysis
Threat Intelligence
Managed Detection Response
DNS Security
Secure Remote Access",https://www.facebook.com/profile.php?id=100065360864968,https://www.facebook.com/profile.php?id=100065360864968,,,https://cybersec.ithome.com.tw/2024/exhibition-page/1967,NEITHNET 騰曜網路科技,P202
208,02-87295000,tw.marketing@netapp.com,"NetApp 是一家以雲端為主導、以資料為中心的跨國軟體企業，自 1992 年開始營運以來，NetApp 已發展成資料管理服務領域的全球領導廠商，同時也是全球混合雲資料領域權威。在日益加速的數位化轉型時代，傾力幫助企業利用資料保持領先優勢。無論企業是在雲端執行開發，將應用程式移轉到雲端，還是在內部自行打造類雲體驗，NetApp 都能提供適用的系統、軟體和雲端服務，幫助企業從資料中心到雲端以最佳化的方式執行應用程式。此外，NetApp 還提供跨不同環境執行的解決方案，幫助企業建置自己的資料架構，隨時隨地安全地為合適的人員提供正確的資料、服務和應用程式。
產品類型
Cloud Security",https://twitter.com/netapp,https://www.facebook.com/netapptaiwan,https://www.linkedin.com/company/netapp,https://twitter.com/netapp,https://cybersec.ithome.com.tw/2024/exhibition-page/2088,NetApp,P206
209,866-2-27227559,support@netbridgetech.com.tw,"瀚錸科技為專業的加值型 IT 代理商，代理範圍從 SAAS 雲服務、管理軟體、網路基礎設備及智慧物聯網應用，期待為系統整合商及客戶提供一站式採購服務。現代理品牌為 NETGEAR、remote.it、Peplink、Lantech…等等 。
瀚錸期待在智慧物聯網全面來臨的世紀，從網路到應用提供客戶全方位的解決方案。
產品類型
WAN Edge Infrastructure
Zero Trust Network",https://www.facebook.com/Netbridgetech/,https://www.facebook.com/Netbridgetech/,,,https://cybersec.ithome.com.tw/2024/exhibition-page/1942,瀚錸科技,C122
210,02-66368889,,"逸盈科技股份有限公司 Netfos Technology Corporation 成立於 2004 年 3 月。 NETFOS （ Network Force Supplier ）意為致力於瞬息萬變的網路世界中，提供最有動力的技術支援整合服務。我們是由一群高科技資訊技術服務團隊及網際網路業精英所組成的團體，是一個以技術服務為導向，以成為領先業界的「整合性網路資訊技術與專業服務之提供者（ The IT Solutions & Services Provider ）」為目標。
逸盈科技是一個以專業技術、代理與研發、整合及協同行銷為經營核心之高科技資訊技術服務公司。不論在產品之引進，應用方案開發及客戶的服務上皆深獲客戶認同，讓我們擁有許多長期合作之夥伴，我們的願景為：「提供整合性資訊技術與專業服務，進而替客戶創造最大之利益」，對我們的客戶提出「品質是我們的根基、創造極品、顧客為尊」之承諾。
逸盈科技於台北、新竹、台中、高雄共有四個營業據點，深入掌握市場脈動，提供各地區顧客所需之服務，且能就近提供客戶快速之服務，滿足客戶需求。優異的產品專業服務與技術能量，使得 NETFOS 不同於其他代理商，我們以專業的服務提出有效管理網路安全的解決方案，給予合作夥伴(經銷商)在銷售、規劃與網路建置等各方面獨特的優勢，更推動企業發展網路強大商業之動機，有效掌握網路經濟之先機，促使達成企業持續業務成長的目標。
請參閱公司官網，或在 FB 上密切追蹤我們的最新消息。
產品類型
Managed Detection Response
Network Visibility
Zero Trust Architecture",https://www.facebook.com/netfospmd/,https://www.facebook.com/netfospmd/,,,https://cybersec.ithome.com.tw/2024/exhibition-page/2089,NetFos 逸盈科技,C118、C210、Q207
211,,,"全球領先的企業網路解決方案，及數位家用網路應用領導者美國網件公司 ─ NETGEAR Inc.成立於 1996 年 1 月，一直致力於網路技術創新，專注於產品的可靠性和易用性提升，為全球商用企業用戶和家庭個人用戶提供使用簡便的高品質網路解決方案。
美國網件總部設在美國加州聖約瑟 (San Jose，CA)，已經在全球 25 個國家設立分支機搆，產品通過 37000 家經銷商在全球 28000 個零售終端進行銷售。對於個人消費者，美國網件提供了高性能，高可靠性與易用的家用網路，家庭存儲、數位媒體以及其他產品使消費者能夠輕鬆連線到 Internet。對於企業用戶而言，美國網件為他們的 IT 基礎架構提供強大的資料存儲、安全、交換、無線解決方案，且無需花費巨大成本。
作為美國高科技企業連續八年增長速度最快的 50 家之一，美國網件公司 (NETGEAR) 在企業市場以及數位家庭市場，持續地保持著強大的科技研發和技術創新，先後收購了商用企業級存儲廠商 Infrant Technologies 公司和內容安全管理廠商 CP Secure 公司，為商用網路用戶端和家庭個人客戶推出了業界領先的全系列 ReadyNAS 網路存儲產品和 PRO SAFE 內容安全產品。
歷年來，美國網件公司在商用企業市場以及數位家庭市場持續保持產品銷售的全球領先地位。在全球網路市場平均增長率在 9%~12% 的環境中，連年保持超過 36% 的複合增長，實現超過 3 倍於市場平均增長速度。截止到 2010 年美國網件在全球非網管交換器市場的市場份額為 52.4% ，佔據絕對領先的市場地位。公司獨有的智慧交換器產品廣泛受到市場認可，擁有 48.8% 的市場份額。2010 年第四季度和 2011 年第一季度，NETGEAR 以 35.3% 的市場份額連續兩個季度蟬聯北美整體交換器市場第一名。與此同時，作為全球無線網路先鋒，美國網件始終佔據無線市場前二位。截至2010年底，ReadyNAS 儲存系列產品以年 100% 的增長速度，分別奪得桌上型存儲全球第一，機架式企業級存儲全球第六位的好成績。
「瀚錸科技」於 2008 年成為 NETGEAR 台灣區的總代理，致力於推動商用企業網路和數位家庭的構建與應用，同時提供高性價比的網路設備解決方案，將先進的網路技術融入其中，將最新的產品與技術帶給台灣用戶。",https://www.netgear.com/,,,,https://cybersec.ithome.com.tw/2024/exhibition-page/1943,NETGEAR / 代理：瀚錸科技,C122
212,,,"NETSCOUT SYSTEMS 為數位商業服務提供安心不中斷的可用性、效能和安全性。我們的市場和技術領先地位源自於專利智慧資料技術與智慧分析的結合。我們提供客戶所需的即時、全面可見度和深入解析，以加速數位轉換並確保其安全性。我們的方法改變了組織規劃、提交、整合、測試和部署服務以及應用程式的方式。我們的 nGenius 服務保證解決方案提供對服務、網路和應用程式效能的即時、情境分析。Arbor 安全解決方案能夠抵禦威脅性的 DDoS 攻擊，和入侵網路以竊取機密商業資產的進階威脅。如要進一步了解如何提升實體或虛擬資料中心或雲端的服務、網路和應用程式效能，以及由服務智慧所驅動的 NETSCOUT 效能和安全解決方案如何協助您自信地邁步向前。
產品類型
Network Visibility
Network Performance Monitoring and Diagnostics
DDoS Protection",https://twitter.com/NETSCOUT,https://www.facebook.com/netscoutinc,https://www.linkedin.com/company/netscout,https://twitter.com/NETSCOUT,https://cybersec.ithome.com.tw/2024/exhibition-page/2154,NETSCOUT,C210
213,02-25159069,service@ta-chun.com,"Netskope是服務全球的雲端安全提供者，協助組織保護不管流向何處的資料、促進數位轉型、實踐較有效率與成效的企業投資。Netskope讓企業啟動在雲端應用、架構和網頁上的全面資料保護和深度威脅防護，且被Gartner認可在安全服務邊界SSE領域上位居市場領導地位。
產品類型
SASE
Cloud Security
Zero Trust Network Access",https://twitter.com/netskope,https://www.facebook.com/netskope,https://www.linkedin.com/company/netskope,https://twitter.com/netskope,https://cybersec.ithome.com.tw/2024/exhibition-page/2170,Netskope,Q204
214,02-7708-3865,,"正邦資訊科技 (股) 公司 (NetVision Information Co., Ltd.) 成立於 1987 年，專注產品研發及數據網路交換器、網路安全與無線網路設備之整合 IT 管理解決方案，致力於以完整的產品線、優越的效能、領先的技術與專業的服務，提供給用戶更安心與優質的網路設備解決方案的選擇。
產品類型
Network Performance Monitoring and Diagnostics",https://www.facebook.com/netvisiontw,https://www.facebook.com/netvisiontw,,,https://cybersec.ithome.com.tw/2024/exhibition-page/2181,正邦資訊,P214
215,02-26689091,service@nsit.com.tw,"網安智慧是一群在IT產業持續服務企業客群的團隊，對於企業、產業面臨的困境與人才專業知識和技能普遍不足之處有著深刻的體會。網安智慧不單只是紙上談兵，我們秉持著管理、技術、可具體化的解決方案來培育網安智慧學習的學員們，協助取得黃金證照為自己的專業加分、並提高個人專業價值，為每一位專業人才穿上黃金甲，成為手持盾劍攻守兼備的戰將！
網安智慧要打造一個能夠為企業落實理念且有效執行的指導方針，進而推動企業制度化、菁英人才普及化，為企業打造一個軟實力的安全防護網，建構全方位的資安視野。
產品類型
Cybersecurity Training",https://www.facebook.com/NSITCoLTD,https://www.facebook.com/NSITCoLTD,,,https://cybersec.ithome.com.tw/2024/exhibition-page/1977,NSIT,C224
216,02-8226-7786,contact@nexcom.com.tw,"新漢（股票代號8234）成立於1992年，在不同垂直產業領域提供工業運算平台硬體製造服務，並整合公司內部多元的軟硬體技術，深耕於工業物聯、智慧製造、智慧交通、智慧城市、智慧零售、智慧醫療、高速運算以及網通先進科技的研發與實踐，提供客戶高品質的產品與服務，協助建構日新月異的網路基礎建設、邊緣智能AI高速運算平台與智能化營運的數位工廠，各事業單位以領先技術及方案分進合擊，協助企業與機構進行AIoT數位轉型與ESG淨零轉型達成雙軸轉型目標，致力成為全球知名的AIoT數位轉型創新創業集團。
新漢公司官網：www.nexcom.com.tw
產品類型
OT Security",https://www.linkedin.com/company/nexcom-international/,https://www.facebook.com/NexAIoTforSmartManufacturing/,https://www.linkedin.com/company/nexcom-international/,,https://cybersec.ithome.com.tw/2024/exhibition-page/2252,新漢,T09
217,,,"Niagara Networks 是一家總部位於矽谷的公司，為全球電信營運商和企業環境提供高效能、高可靠性的網路可視性和流量複製分流的解決方案。其解決方案安裝在世界知名的網路中，為資訊安全和網絡運營中心（SOC／NOC） 提供跨物理和虛擬網路的點到點可視性和可處理的流量情報。
Niagara Networks 為所有數據速率高達 100Gb 的網路可視性提供所有相關功能，包括高級網路包代理，旁路交換機，網路 TAP，以及作為單一管理平臺的統一管理和編排軟體，可簡化為可見性平臺。


產品類型
Network Analysis & Forensics",https://twitter.com/niagaranetw,https://www.facebook.com/NiagaraNetworks,https://www.linkedin.com/company/niagara-networks,https://twitter.com/niagaranetw,https://cybersec.ithome.com.tw/2024/exhibition-page/2127,Niagara Networks,P115
218,+886-4-23752865,sales@npartnertech.com,"N-Partner 成立於 2011 年，總部位於臺中；專長於高效能大數據蒐集、儲存與分析領域，及人工智慧分析技術的解決方案及應用服務。其運用多項創新技術自行研發的智慧 IT 維運系統 ─ N-Reporter 以及 N-Cloud，能完美整合 SNMP、Flow 與 Syslog 三種主流網管和資安事件分析技術，同時擁有 AI 人工智慧的自動學習，已成為多家大型教育網、跨國企業與電信公司之網路與資安維運之最佳幫手。
產品類型
Security Information Event and Management
Network Traffic Analysis
AI Analytics",https://www.facebook.com/npartner/,https://www.facebook.com/npartner/,,,https://cybersec.ithome.com.tw/2024/exhibition-page/1941,新夥伴科技,C221
219,+65 87279432,c.huang@offsec.com,"OffSec 是全球最值得信賴的網路安全培訓和認證提供者。我們嚴格的培訓計劃符合行業標準，我們的認證校友備受追捧。我們幫助企業、政府和教育機構變得更安全。我們幫助個人進入或推進他們的網路安全職業生涯。
產品類型
Cybersecurity Training",https://www.linkedin.com/company/offsec-training/,https://www.facebook.com/offsec/,https://www.linkedin.com/company/offsec-training/,,https://cybersec.ithome.com.tw/2024/exhibition-page/1953,OffSec Services Limited,C326
220,02-27590777,service@omnibvi.com,"歐米英泰 Omni Intelligent 成立於 2014 年，代理全球頂尖雲端防護產品供應商。專精網路資訊安全防護，為企業網路遞送優化、建置網路資安防護，致力實現企業快速上雲。為企業架構全方位資安防護，確保其服務不中斷。
在技術不斷迅速演進的時代，資安威脅也不斷增加；資安已不再單純僅止 IT 問題，而是關係到企業的長遠發展和利益。
歐米英泰憑藉近十年的實戰經驗和資安科技底蘊，協助企業應對不斷變化的資安挑戰，實現業務的安全和無縫運營。我們以「Service First」為企業核心，提供 24/7 中英雙語在線技術支援，確保客戶隨時獲得所需的支援和保護。
產品類型
Cloud Security
Threat Intelligence
SASE
Web Security
Enterprise Mobile Management
Security Consulting",https://www.linkedin.com/company/omni-intelligent-services/?viewAsMember=true,https://zh-tw.facebook.com/omnibvi/,https://www.linkedin.com/company/omni-intelligent-services/?viewAsMember=true,,https://cybersec.ithome.com.tw/2024/exhibition-page/2128,歐米英泰 Omni,P102
221,02-89115035,contact@onwardsecurity.com,"安華聯網是物聯網資安合規解決方案的國際領導廠商，獲得網路安全卓越獎機構評選為「亞洲最佳資安公司金獎」，擁有國際級的物聯網資安檢測實驗室與自主開發自動化AI資安評估產品，專注於協助設備製造商、金融、電信等產業客戶快速取得資安認證、有效管理開源軟體風險與弱點，以確保網路與產品的安全性。
產品類型
Supply Chain Security
OT Security
Application Security",https://twitter.com/onwardsecurity,https://www.facebook.com/onsectw/,https://www.linkedin.com/company/onward-security,https://twitter.com/onwardsecurity,https://cybersec.ithome.com.tw/2024/exhibition-page/2104,Onward Security 安華聯網,Q103
222,886-2-25532000*888,info@openfind.com.tw,"Openfind 成立至今已逾 26 年，長期持續致力於資訊與郵件安全領域相關技術研發，近年來主要聚焦在智慧溝通、資安防護、雲端安全三大方向。Openfind 不僅結合人工智慧運用在資安防護上，讓客戶親身體驗實際效益，另外也推出 Openfind Secure 雲端資安服務，讓使用 Office 365、G Suite 等各品牌郵件服務的企業，也能使用可靠、物超所值、符合台灣在地法規的資安服務。
產品類型
Secure Email Gateway",https://www.facebook.com/Openfind/,https://www.facebook.com/Openfind/,,,https://cybersec.ithome.com.tw/2024/exhibition-page/2155,Openfind 網擎資訊,P107
223,886-2- 2696-1968,jonathan.sun@openinforsec.com,"開啟資安以「一站式資安服務」為核心服務理念，2023年5月成立，係華電聯網為因應快速多變的資安領域需求，積極投入資安相關產業、發展資安服務品牌所成立之子公司。開啟資安團隊成員均來自於原華電聯網產品與資安服務處，並具備豐富且完整的資安服務經驗。承襲華電聯網過往在資安領域所累積的豐沛能量，開啟資安持續為政府機關與企業客戶提供全方位的資訊安全產品與相關服務。
產品類型
AI Analytics",https://www.openinfosec.com/,,,,https://cybersec.ithome.com.tw/2024/exhibition-page/2030,OIS,C309
224,International : +44 1189-848-000,publicrelations@opentext.com,"OpenText 是一家加拿大公司，專注提供企業數位轉型和全方位資訊管理解決方案。在應對最複雜的數位轉型計劃時，我們憑藉全球最完整且全面的資訊管理技術與平台，協助客戶有效處理組織內外的業務流程中的數據、資訊和內容，提供全面解決方案。
產品類型
Security Information Event and Management
Application Security Testing
Zero Trust Network Access
Database Security",https://twitter.com/OpenText,,https://www.linkedin.com/company/opentext/mycompany/,https://twitter.com/OpenText,https://cybersec.ithome.com.tw/2024/exhibition-page/2207,Open Text Corporation,C333
225,,,"OPSWAT 為一間全球化的資安防護公司，針對不同企業的需求及特性，致力於研發及提供不同的資安解決方案，以保護企業的資料安全、減少資料被竊取的風險和來自惡意軟件的攻擊威脅。
OPSWAT 總部位於美國，在世界多處設有辦公室及聯絡處，為一間全球化的資安防護公司。
OPSWAT 保護關鍵基礎設施，並以消除惡意軟體和零時差攻擊為首要目標。OPSWAT 相信，每個檔案和每個設備都可能是潛在威脅，必須隨時在所有位置應對威脅（包括進入、退出和靜態狀態）。因此，OPSWAT 的產品專注在威脅防護及流程建立，以實現安全的資料傳輸和設備存取，進而讓生產系統的資安風險降到最低。這也就是為什麼美國98％的核電單位都信任 OPSWAT 所提供的網路安全性與合規性。
自 2002 年起，OPSWAT 針對不同企業的需求及特性，持續研發並提供不同的資安解決方案給企業用戶，以保護企業的資料安全、減少資料被竊取的風險和惡意軟體的攻擊威脅。憑藉近20年在資安領域上的專業，OPSWAT 在全球已擁有超過 1200 位客戶及合作夥伴。",https://twitter.com/opswat?lang=zh-Hant,https://www.facebook.com/OPSWAT,https://www.linkedin.com/search/results/all/?fetchDeterministicClustersOnly=true&heroEntityKey=urn%3Ali%3Aorganization%3A105936&keywords=opswat&origin=RICH_QUERY_TYPEAHEAD_HISTORY&position=0&searchId=afc72c0e-1165-4f9c-94c2-21ee3d4036ef&sid=q%3B*&spellCorrectionEnabled=true,https://twitter.com/opswat?lang=zh-Hant,https://cybersec.ithome.com.tw/2024/exhibition-page/1968,OPSWAT,P104
226,02-25216731,service@ibotech.com.tw,"OptiLIC (Optimize Your License Management) 是 SAM (軟體資產管理 Software Asset Management) 管理系統，自 2014 年問世以來一直專注在軟體授權管理，是一套為各種軟體，特別是工程用軟體量身定制的軟體資產管理工具，解決了以下 SAM 挑戰：
1. 降低管理複雜度：有效管理所使用的軟體授權版本和數量，確認軟體使用趨勢制定使用和升級計劃，提高資訊服務品質。
2. 降低成本：減少資訊服務的要求和昂貴的軟體購買/訂閱成本，讓資訊的投資得到最大化效益。
3. 確保合規性：避免使用未經授權的軟體，軟體使用符合資訊安全和法律規範以降低風險。
在 CYBERSEC 2024，艾博特科技服務以「OptiLIC 軟體合規診斷管理」參與本次的盛會。OptiLIC 合規診斷管理以「軟體侵權風險管理 全方位解決方案」為訴求，以「軟體使用行為分析」切入執行軟體使用稽核，再以終端應用軟體盤點 、合規性策略設置、自動識別軟體合規性，幾個步驟來提供合規服務，能夠很快速、精準的找出疑似安裝盜版的 PC 終端及使用者，即時做改正處理，讓企業對軟體資產管理中的「軟體侵權風險管理」掌握有效的工具而且可以管理，大幅減輕軟體侵權的資安風險和壓力。",https://www.facebook.com/Optilic,https://www.facebook.com/Optilic,,,https://cybersec.ithome.com.tw/2024/exhibition-page/2036,OptiLIC,Q108
227,02-77515130,Info@Orangean.Com.Tw,"成立於民國109年，主要服務項目為國外軟體、資安產品代理經銷，資安產品資創辦人有著十年IT業界服務經驗， 銷售專業商用軟體，整合硬體規劃維護， 也提供企業資訊系統規劃建置、資訊安全管理防護、電腦硬體銷售、以及建立不同系統及設備間的資料交流管道，讓使用者不但可縮短作業時間、 減少人力資源的浪費， 更重要的是維持資料與資訊的一致性，以增進系統效率與作業效能。
產品類型
FIDO",https://www.orangean.com.tw/,,,,https://cybersec.ithome.com.tw/2024/exhibition-page/1961,澄安國際,"P215,C223"
228,886-2-87515663,sales@ortech.com.tw,"我們準備好了--成為您信任的資安後盾！
橙鋐科技致力為客戶提供創新完整的產品和解決方案，與您共同守護企業資訊安全。
專業創新：關注客戶需求，代理美國、以色列創新技術的產品並依據不同場景，結合專業知識與技能，提供專屬高品質資安服務。
長期合作：具有合作精神，與夥伴建立良好的信任合作關係，實現共同發展。
代理品牌包括：
遠端瀏覽器隔離上網系統領導品牌Ｍenlo Security
零信任檔案清洗(CDR)大廠 OPSWAT
AI技術端點保護領導品牌SentinelOne
偽冒網站偵測/下架與威脅情資領導品牌 Cyberint 
非侵入式物聯網設備智能透視分析品牌ARMIS
流量控管及 SD-WAN 解決方案台灣領導品牌 UGuard Networks",https://www.facebook.com/orangeredtaiwan/,https://www.facebook.com/orangeredtaiwan/,,,https://cybersec.ithome.com.tw/2024/exhibition-page/2044,橙鋐科技,P204、P208
229,,,"威力工業網絡股份有限公司於2005年成立，為工業通訊所開發之創新自有品牌。
隨著工業環境中網路技術需求的增加，威力工業於網路交換機及無線產品設計累積了許多豐富經驗，秉持著產品高品質及提供客戶最佳服務，並透過豐富之經驗 持續研發工業交換機、無線網路等設備以不斷推出新穎及頂尖產品為目標。
為了達成公司產品可靠性之目標，威力工業集成了多種工業應用認證，並獲得許多國際客戶的認可及廣泛的運用，例如: 監控系統、鐵路運輸、工廠自動化及變電所。威力工業在台灣區也提供資安解決方案，專注於工業自動化及資安場域的規劃及建置，協助業主提升案場安全層級。
近幾年來也持續拓展至不同領域，像是醫療產業、IoT智能路燈系統、溫室氣體盤查及淨零碳排等，產品的品質及穩定性深受不同行業客戶讚許及保證，打入高產品規格需求市場，聚焦具驅動成長性的業務，深耕國際化布局，並提升公司整體成長的效益。",https://twitter.com/ORingNetworking,https://www.facebook.com/iloveoring,https://tw.linkedin.com/company/oring-industrial-networking-corp-,https://twitter.com/ORingNetworking,https://cybersec.ithome.com.tw/2024/exhibition-page/2174,ORing,Q212
230,+852-21668000,yvonne.so@outsystems.com,"2001 年OutSystems開創了低程式碼市場，願景是轉變企業軟體交付方式。現今被公認為低程式碼平台領域的領導者，在全球設有辦事處、超過70 萬名社區成員、超過500 個合作夥伴以及遍布79 個國家/地區、21 個行業的數千名活躍客戶。 詳細資訊請造訪 www.outsystems.com
產品類型
Application Security
Cloud Security
Mobile App Security",https://twitter.com/OutSystems,https://www.facebook.com/OutSystems,https://www.linkedin.com/company/outsystems/,https://twitter.com/OutSystems,https://cybersec.ithome.com.tw/2024/exhibition-page/2398,OutSystems,P104
231,,,"OWL cyber defense 成立於 1999 年，長期為美國情報、軍事和政府單位提供網路安全設備，Owl 專注於 data diode 網路安全產品技術，其擁有之專利技術可於硬體上強制對網路分段並可對所有數據類型和文件進行單向傳輸，Owl 的願景為幫助全球敏感網路免受威脅，可滿足從入門級到企業級的各種的單向數據傳輸產品解決方案。
產品類型
OT Security
Messaging Security",https://www.facebook.com/owlcyberdefense/,https://www.facebook.com/owlcyberdefense/,,,https://cybersec.ithome.com.tw/2024/exhibition-page/2129,Owl Cyber Defense,Q109
232,02-27992800,sales@ciphertech.com.tw,"PacketX 瑞擎數位成立於 2014 年，匯聚了網路鑑識與流量分析的專業團隊。我們以網路處理器為基礎，開發了一個網路流量控制引擎，具備 L2-L7 和多種隧道(Tunnel)的解析技術。相較於 Openflow / SDN，PacketX 引擎提供更大的操縱彈性和可程式化能力。我們並以此技術為核心，發展了網路可視化平台 (GRISM)、行動網路探測器 (Mobile Network Probe) 和行動邊緣運算安全平台 (GRISM MECGW) 等產品。
PacketX 產品已被應用於政府機關、校園骨幹網路、金融機構和電信公司等網路安全專案。
產品類型
Network Visibility",https://www.linkedin.com/company/packetx/,https://www.facebook.com/packetxbiz/,https://www.linkedin.com/company/packetx/,,https://cybersec.ithome.com.tw/2024/exhibition-page/2186,PacketX 瑞擎數位,C235
233,02-77039080,contact_salesapac@paloaltonetworks.com,"作為全球網路安全行業的領導者，我們始終致力於不斷提升現有的網路安全狀況。我們的使命是防範任何網路攻擊，以保護我們在數位時代的生活方式。在此過程中，我們有幸得以服務於數以萬計的組織及其客戶，為其提供穩定的安全保障。我們具有開創性的 Security Operating Platform 結合了安全性、自動化和分析技術上的最新突破，以持續創新為動力，為您的數位轉型工作提供全力支援。透過提供一個真正的平台，並持續納入和我們一樣不斷革新的廠商，形成日益壯大的生態系統，我們可以全面覆蓋雲端、網路和行動裝置，為您帶來高效、創新的網路安全解決方案。長久以來，我們的安全服務贏得了世界各地客戶的持續青睞，公司也因此獲得業界最高的忠誠度評分和淨推廣分數肯定。
產品類型
Cloud Security
XDR
Network Firewall
SASE",https://twitter.com/paloaltontwks,https://www.facebook.com/PaloAltoNetworksTW,https://www.linkedin.com/company/palo-alto-networks/,https://twitter.com/paloaltontwks,https://cybersec.ithome.com.tw/2024/exhibition-page/2092,Palo Alto Networks,C103
